demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,224,295,0,390.733,10,0,0,-1,52,3,490|466|827
1,555,392,0,258.8,10,0,0,-1,50,3,555|955|458
2,312,275,0,406,10,0,0,-1,39,3,312|177|377
3,848,706,0,384.333,10,0,0,-1,66,3,848|279|891
4,446,828,0,276.8,10,0,0,-1,46,3,836|249|630
5,281,35,0,464.733,10,0,0,-1,75,3,281|796|34
6,383,775,0,137.533,10,0,0,-1,42,3,383|192|928
7,969,706,0,341.667,10,0,0,-1,35,3,969|237|454
8,706,922,0,299,10,0,0,-1,51,3,706|466|606
9,485,718,0,260.4,10,0,0,-1,39,3,485|60|265
