demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,3817,9605,0,370.4,10,0,0,-1,46,3,3463|3639|2613
1,114,3915,0,310.8,10,0,0,-1,25,3,114|3255|7299
2,1249,8573,0,319.267,10,0,0,-1,40,3,1249|465|6749
3,6110,5653,0,196.933,10,0,0,-1,34,3,9767|58|8643
4,2190,9846,0,455.933,10,0,0,-1,37,3,2190|3590|3281
5,7153,245,0,374.4,10,0,0,-1,27,3,4358|2388|3585
6,7800,6416,0,196.533,10,0,0,-1,15,3,7800|4867|5887
7,5235,7521,0,381.733,10,0,0,-1,43,3,5235|5227|7046
8,5912,8156,0,231.733,10,0,0,-1,25,3,4828|6423|7129
9,5365,9826,0,441.333,10,0,0,-1,30,3,5365|3040|9363
