demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,3198,1667,0,151.8,10,0,0,-1,130,3,3198|8644|1314
1,7143,720,0,117.467,10,0,0,-1,129,3,4024|2248|2751
2,3770,7137,0,186.067,10,0,0,-1,113,3,3770|6828|3425
3,3236,9444,0,125.6,10,0,0,-1,127,3,3236|8505|1219
4,1719,2134,0,163.667,10,0,0,-1,205,3,4363|2608|2167
5,6945,29,0,151.8,10,0,0,-1,122,3,9585|1714|8470
6,4259,1971,0,163.333,10,0,0,-1,89,3,4259|4480|4384
7,5504,8747,0,203.667,10,0,0,-1,105,3,1157|8340|8957
8,1422,5471,0,126.867,10,0,0,-1,99,3,1422|8944|8593
9,6105,5532,0,160.867,10,0,0,-1,130,3,6105|574|7237
