demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,86,1905,0,352.533,10,0,0,-1,86,3,86|425|727
1,283,918,0,143.467,10,0,0,-1,137,3,283|323|758
2,596,582,0,437.133,10,0,0,-1,116,3,596|1349|1371
3,676,625,0,411.267,10,0,0,-1,154,3,676|1958|1433
4,39,459,0,513.6,10,0,0,-1,165,3,39|1566|1990
5,117,153,0,466.8,10,0,0,-1,123,3,117|1385|1165
6,1229,857,0,265.867,10,0,0,-1,129,3,433|1508|1771
7,1609,449,0,443.8,10,0,0,-1,171,3,1950|815|1630
8,1159,841,0,444.933,10,0,0,-1,111,3,842|1798|1334
9,954,801,0,486.933,10,0,0,-1,125,3,158|1525|154
