demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,1411,2883,0,154.067,10,0,0,-1,60,3,1411|2249|2766
1,2489,611,0,151.933,10,0,0,-1,101,3,5524|346|5691
2,5318,5502,0,140.267,10,0,0,-1,98,3,5318|2871|4478
3,951,3535,0,151.133,10,0,0,-1,61,3,951|1984|5629
4,1247,2552,0,144.933,10,0,0,-1,64,3,1247|5633|4971
5,1574,5188,0,102.533,10,0,0,-1,113,3,1876|5660|3640
6,3176,1826,0,95.6667,10,0,0,-1,65,3,673|2492|5410
7,3304,4526,0,145.533,10,0,0,-1,75,3,3304|5296|2524
8,1481,4672,0,125.333,10,0,0,-1,44,3,1481|4758|84
9,5333,5623,0,134.133,10,0,0,-1,127,3,5333|3878|2536
