demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,940,389,0,281.867,10,0,0,-1,27,3,940|565|77
1,501,839,0,264.6,10,0,0,-1,33,3,501|600|20
2,254,605,0,380.333,10,0,0,-1,38,3,254|815|29
3,279,230,0,62.1333,10,0,0,-1,20,3,279|333|401
4,827,649,0,326.8,10,0,0,-1,39,3,827|17|315
5,149,614,0,439.733,10,0,0,-1,42,3,149|564|400
6,637,566,0,237.8,10,0,0,-1,40,3,637|579|401
7,942,644,0,409.667,10,0,0,-1,37,3,741|283|717
8,852,583,0,355.2,10,0,0,-1,38,3,852|970|782
9,373,804,0,360.133,10,0,0,-1,64,3,373|723|287
