demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,7722,3221,0,158.333,10,0,0,-1,215,3,7722|2797|7953
1,1513,6311,0,115.333,10,0,0,-1,252,3,1513|148|583
2,2074,2869,0,185.333,10,0,0,-1,192,3,2074|4630|6893
3,912,3308,0,273.8,10,0,0,-1,169,3,912|928|1388
4,2278,707,0,199.867,10,0,0,-1,153,3,5989|4752|7083
5,2170,4732,0,178.133,10,0,0,-1,173,3,2170|7798|7938
6,7645,324,0,194.867,10,0,0,-1,190,3,7645|5105|442
7,5010,2468,0,233.267,10,0,0,-1,162,3,5010|6427|4615
8,6254,3104,0,135.6,10,0,0,-1,207,3,6254|3644|7549
9,2297,2724,0,233.2,10,0,0,-1,122,3,2297|6745|3263
