demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,402,635,0,268.4,10,0,0,-1,40,3,402|933|954
1,1889,1960,0,295.667,10,0,0,-1,30,3,1889|779|1437
2,620,93,0,191.533,10,0,0,-1,24,3,620|422|539
3,619,1848,0,377.867,10,0,0,-1,41,3,619|1386|123
4,274,806,0,199.8,10,0,0,-1,18,3,274|1201|1060
5,239,1389,0,299.667,10,0,0,-1,44,3,1919|170|1140
6,23,667,0,280.333,10,0,0,-1,34,3,1764|511|403
7,279,1729,0,378.333,10,0,0,-1,42,3,279|621|1889
8,947,1827,0,353.133,10,0,0,-1,36,3,947|1953|921
9,567,1995,0,347.067,10,0,0,-1,28,3,567|1908|1662
