demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,1562,3383,0,407.067,10,0,0,-1,40,3,1562|3918|1044
1,3756,2049,0,350.933,10,0,0,-1,49,3,3756|3760|863
2,767,3045,0,219.867,10,0,0,-1,48,3,767|3457|1390
3,2444,1940,0,417.4,10,0,0,-1,40,3,2444|1487|721
4,530,1760,0,369.333,10,0,0,-1,42,3,2097|2499|3483
5,2276,3533,0,411.533,10,0,0,-1,55,3,2276|2282|1791
6,1086,1379,0,369.8,10,0,0,-1,48,3,1086|3483|1422
7,3254,2513,0,204.267,10,0,0,-1,34,3,3715|1438|262
8,2442,3532,0,261.267,10,0,0,-1,18,3,2442|1588|3038
9,3002,2692,0,149.2,10,0,0,-1,33,3,3002|3761|2110
