demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,260,781,0,426.733,10,0,0,-1,59,3,260|1097|389
1,1602,630,0,334.733,10,0,0,-1,47,3,599|1299|1648
2,1163,1844,0,441.4,10,0,0,-1,79,3,1163|1852|426
3,645,667,0,449.867,10,0,0,-1,72,3,773|558|693
4,790,1421,0,226.8,10,0,0,-1,43,3,790|1521|1453
5,580,1044,0,404.8,10,0,0,-1,37,3,580|1518|1751
6,1017,300,0,395.6,10,0,0,-1,53,3,1017|226|633
7,1370,876,0,399.933,10,0,0,-1,98,3,1370|584|114
8,746,973,0,276,10,0,0,-1,69,3,746|84|270
9,1011,1164,0,276.733,10,0,0,-1,31,3,1104|33|750
