demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,3414,1932,0,309.6,10,0,0,-1,23,3,3414|6382|281
1,2728,344,0,387.067,10,0,0,-1,26,3,4280|6850|2807
2,2071,1970,0,435.8,10,0,0,-1,62,3,2071|7283|6458
3,2570,6888,0,295.8,10,0,0,-1,45,3,2570|7819|0
4,7311,7500,0,339.6,10,0,0,-1,40,3,7311|6806|2133
5,142,484,0,167.6,10,0,0,-1,24,3,142|5724|6888
6,5662,2400,0,314.533,10,0,0,-1,37,3,5662|4849|324
7,7762,633,0,378.067,10,0,0,-1,49,3,6354|4087|4553
8,3426,3971,0,334.667,10,0,0,-1,37,3,2120|2497|6841
9,6242,7962,0,211.667,10,0,0,-1,55,3,6242|3403|7872
