demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,6826,1276,0,445.333,10,0,0,-1,35,3,4295|7277|2872
1,2583,4025,0,193.733,10,0,0,-1,31,3,2583|2296|3052
2,324,2554,0,317.533,10,0,0,-1,63,3,324|3849|2590
3,6190,7208,0,433.867,10,0,0,-1,41,3,6190|1675|6981
4,3638,4732,0,427.867,10,0,0,-1,40,3,3676|7300|2833
5,5135,7368,0,445.533,10,0,0,-1,40,3,1952|7865|5819
6,5435,6256,0,399.933,10,0,0,-1,46,3,5435|100|6155
7,3892,7551,0,350.133,10,0,0,-1,41,3,558|6369|7405
8,4973,2652,0,312.133,10,0,0,-1,29,3,4872|952|5670
9,669,561,0,257.067,10,0,0,-1,32,3,1919|7109|336
