demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,956,4608,0,193.133,10,0,0,-1,118,3,5205|5932|3367
1,5068,2257,0,168.733,10,0,0,-1,113,3,5068|974|1858
2,4176,3070,0,166.2,10,0,0,-1,90,3,4176|3265|5427
3,1988,4171,0,135.133,10,0,0,-1,204,3,1988|4939|4255
4,481,5746,0,147.2,10,0,0,-1,117,3,481|5907|1549
5,760,3754,0,99.8,10,0,0,-1,128,3,760|1956|3517
6,4649,4935,0,139.333,10,0,0,-1,177,3,4649|4651|1373
7,4753,4994,0,173.067,10,0,0,-1,120,3,4753|1618|3032
8,4738,1501,0,142.533,10,0,0,-1,123,3,4738|3777|2561
9,2788,5392,0,127.733,10,0,0,-1,142,3,2788|2949|4155
