demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,5548,8885,0,436.533,10,0,0,-1,58,3,5635|8623|8626
1,8905,1741,0,463.533,10,0,0,-1,35,3,8905|3617|8886
2,6464,7003,0,239,10,0,0,-1,62,3,6464|9518|5441
3,9659,1209,0,212.6,10,0,0,-1,50,3,9659|5136|7476
4,4281,3630,0,312.333,10,0,0,-1,43,3,9620|8511|2643
5,5377,3257,0,452.133,10,0,0,-1,42,3,5377|4890|3865
6,8454,9476,0,436.8,10,0,0,-1,65,3,9817|7716|7626
7,9859,1646,0,402.467,10,0,0,-1,50,3,9086|3533|2240
8,3176,3570,0,409.133,10,0,0,-1,72,3,1440|579|2313
9,4501,2235,0,330.4,10,0,0,-1,68,3,4501|4969|7137
