demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,3389,6096,0,174.867,10,0,0,-1,63,3,5120|5972|2172
1,5042,5446,0,151.067,10,0,0,-1,97,3,5042|3824|1642
2,1683,4228,0,70.8667,10,0,0,-1,193,3,1683|6571|1666
3,4101,7357,0,159.4,10,0,0,-1,111,3,4101|5030|823
4,3248,6925,0,180.733,10,0,0,-1,47,3,2769|2989|7184
5,4175,4463,0,63.5333,10,0,0,-1,189,3,4175|7703|4122
6,2607,5497,0,79.1333,10,0,0,-1,160,3,2607|7314|6682
7,5273,3503,0,157.133,10,0,0,-1,53,3,5273|469|2218
8,6914,7403,0,181.733,10,0,0,-1,63,3,6914|2696|7926
9,5996,5009,0,152.333,10,0,0,-1,101,3,5996|7597|33
