demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,1788,496,0,339,10,0,0,-1,116,3,1788|1940|1231
1,308,1072,0,546.533,10,0,0,-1,113,3,261|2122|1145
2,3954,853,0,375.467,10,0,0,-1,114,3,3954|1808|3074
3,1595,2289,0,394.467,10,0,0,-1,137,3,1616|1811|2990
4,987,860,0,267.067,10,0,0,-1,111,3,2800|724|148
5,3468,2259,0,477.067,10,0,0,-1,100,3,2324|3083|2474
6,1338,441,0,480.467,10,0,0,-1,136,3,2312|1301|993
7,2898,3339,0,462.867,10,0,0,-1,104,3,2898|1196|830
8,2430,2514,0,442.267,10,0,0,-1,68,3,2430|1606|30
9,1376,3529,0,267.467,10,0,0,-1,70,3,1376|2494|1355
