demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,4029,4358,0,449.133,10,0,0,-1,56,3,1155|2553|1298
1,5405,5310,0,417.8,10,0,0,-1,44,3,5405|6129|2864
2,1667,4854,0,395.933,10,0,0,-1,64,3,1667|103|4376
3,4035,73,0,436.933,10,0,0,-1,75,3,4035|6260|7463
4,3602,5910,0,449.467,10,0,0,-1,52,3,7482|3700|4419
5,5284,3657,0,306.4,10,0,0,-1,69,3,5284|3546|3727
6,7363,6510,0,270.4,10,0,0,-1,39,3,7363|2568|50
7,5277,4232,0,436.2,10,0,0,-1,53,3,5277|1569|6486
8,2789,7711,0,299.4,10,0,0,-1,38,3,6414|2367|6010
9,4831,331,0,468.4,10,0,0,-1,53,3,4831|5814|2260
