demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,1217,3261,0,344.733,10,0,0,-1,76,3,1217|236|4442
1,2630,1458,0,347.2,10,0,0,-1,48,3,2630|3651|4989
2,1007,5547,0,546.267,10,0,0,-1,113,3,1007|2407|674
3,1024,4468,0,242.2,10,0,0,-1,93,3,1024|3986|4039
4,2796,2764,0,286.333,10,0,0,-1,80,3,2796|5951|1926
5,3067,5620,0,296.533,10,0,0,-1,87,3,3067|1636|876
6,2901,3222,0,171,10,0,0,-1,120,3,2901|1633|3510
7,1513,1752,0,369.667,10,0,0,-1,138,3,5147|1424|3973
8,4447,4574,0,262.6,10,0,0,-1,108,3,5296|2982|79
9,3546,3765,0,308.267,10,0,0,-1,133,3,3546|5308|2891
