demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,2882,1949,0,235.333,10,0,0,-1,113,3,2882|612|1001
1,2081,1967,0,336.8,10,0,0,-1,79,3,1403|1292|1242
2,2710,1580,0,395.8,10,0,0,-1,86,3,2710|1142|3659
3,2485,3051,0,274.533,10,0,0,-1,100,3,196|1155|3146
4,3383,1073,0,334.8,10,0,0,-1,91,3,2617|1013|3012
5,2179,2636,0,248.533,10,0,0,-1,97,3,2179|880|214
6,2744,2113,0,286.4,10,0,0,-1,93,3,1058|2268|1046
7,3171,3221,0,450.733,10,0,0,-1,114,3,1303|2906|2504
8,1719,1540,0,398.533,10,0,0,-1,92,3,1719|2253|1221
9,3359,637,0,239.733,10,0,0,-1,108,3,3359|1179|1523
