demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,895,744,0,148.6,10,0,0,-1,132,3,895|1047|1586
1,728,1874,0,147.733,10,0,0,-1,186,3,1961|53|1073
2,1963,837,0,150.6,10,0,0,-1,82,3,1963|484|1915
3,280,575,0,160.2,10,0,0,-1,94,3,280|681|1947
4,194,1062,0,167.933,10,0,0,-1,74,3,300|1198|264
5,12,1953,0,194.467,10,0,0,-1,75,3,1615|1974|264
6,1507,1160,0,171.867,10,0,0,-1,104,3,546|1268|836
7,1727,1925,0,146.533,10,0,0,-1,93,3,1727|191|1404
8,951,495,0,147.333,10,0,0,-1,107,3,515|636|879
9,496,1637,0,180.4,10,0,0,-1,78,3,496|1389|1571
