demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,1307,4013,0,211.867,10,0,0,-1,58,3,5183|3476|159
1,2850,3070,0,323.867,10,0,0,-1,51,3,2850|212|4814
2,2806,5569,0,376.067,10,0,0,-1,63,3,2806|3917|3934
3,4596,2674,0,289,10,0,0,-1,51,3,4596|1716|1796
4,155,1869,0,204.933,10,0,0,-1,50,3,1325|937|915
5,1452,5866,0,443.867,10,0,0,-1,80,3,2926|2151|4024
6,4940,139,0,85.6667,10,0,0,-1,48,3,4940|2813|2125
7,1818,4512,0,404,10,0,0,-1,87,3,1818|4979|3744
8,3255,4530,0,442.467,10,0,0,-1,59,3,3255|3541|5047
9,3327,1202,0,342.133,10,0,0,-1,33,3,3327|2190|3030
