demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,6608,7958,0,428.467,10,0,0,-1,66,3,6608|871|1843
1,3874,7598,0,264.067,10,0,0,-1,56,3,3874|4117|4784
2,4623,1343,0,465.933,10,0,0,-1,62,3,2555|4948|4336
3,4968,7172,0,390.067,10,0,0,-1,54,3,4968|7955|949
4,3001,5708,0,458.667,10,0,0,-1,61,3,3001|6810|3604
5,2922,3691,0,408.8,10,0,0,-1,66,3,656|2952|7405
6,7483,74,0,440.267,10,0,0,-1,45,3,7483|3343|4430
7,2319,6014,0,223.733,10,0,0,-1,14,3,2319|5331|162
8,987,2106,0,216.067,10,0,0,-1,50,3,6166|181|3771
9,7794,3590,0,223.067,10,0,0,-1,72,3,2942|374|6675
