demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,1169,2277,0,170.2,10,0,0,-1,90,3,1169|297|376
1,15,3065,0,166.4,10,0,0,-1,74,3,15|158|3448
2,147,3786,0,173.8,10,0,0,-1,94,3,147|3247|352
3,3140,3237,0,195.333,10,0,0,-1,81,3,3140|2686|2100
4,298,2738,0,147.6,10,0,0,-1,116,3,298|100|2430
5,2283,3569,0,140,10,0,0,-1,124,3,2283|1929|3837
6,3096,3553,0,138.333,10,0,0,-1,111,3,3096|2139|743
7,3503,1871,0,164.267,10,0,0,-1,98,3,1582|2333|396
8,2842,3999,0,149.6,10,0,0,-1,56,3,3448|242|73
9,3959,109,0,135.133,10,0,0,-1,129,3,3959|2010|3470
