demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,713,6116,0,269.333,10,0,0,-1,138,3,1500|7964|1432
1,4837,5558,0,238.2,10,0,0,-1,125,3,4837|6997|6511
2,1423,3470,0,204.467,10,0,0,-1,225,3,5716|7721|7385
3,4929,7956,0,264.8,10,0,0,-1,179,3,4929|2396|177
4,6831,3080,0,182.667,10,0,0,-1,279,3,6325|1038|2779
5,4981,5347,0,182,10,0,0,-1,145,3,4981|6598|5935
6,5947,3571,0,244.867,10,0,0,-1,122,3,7291|6534|1557
7,7863,7198,0,254.533,10,0,0,-1,131,3,7863|3200|1804
8,1547,6919,0,153.8,10,0,0,-1,190,3,1547|2200|1842
9,6859,6058,0,229.733,10,0,0,-1,165,3,4236|4951|3632
