demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,9533,9929,0,250.733,10,0,0,-1,91,3,9725|5113|5837
1,496,8992,0,473.133,10,0,0,-1,116,3,496|1301|7057
2,4295,7201,0,438.867,10,0,0,-1,122,3,4295|8560|2978
3,1677,2202,0,203.6,10,0,0,-1,90,3,71|9291|2473
4,6599,6830,0,498.533,10,0,0,-1,104,3,6599|9827|1656
5,2323,958,0,166.8,10,0,0,-1,94,3,2323|5509|9960
6,9025,116,0,339.933,10,0,0,-1,80,3,9360|4777|882
7,9568,8966,0,325.133,10,0,0,-1,88,3,5347|3178|1548
8,2953,8418,0,329.667,10,0,0,-1,65,3,7845|7521|3132
9,2015,1727,0,502.8,10,0,0,-1,84,3,1659|1758|1921
