demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,342,839,0,355.867,10,0,0,-1,27,3,342|201|677
1,982,105,0,373.8,10,0,0,-1,27,3,982|483|267
2,231,0,0,437.533,10,0,0,-1,68,3,231|970|437
3,534,240,0,247.333,10,0,0,-1,64,3,534|317|28
4,541,842,0,337,10,0,0,-1,47,3,541|352|864
5,960,48,0,197.4,10,0,0,-1,60,3,960|638|522
6,895,718,0,190.2,10,0,0,-1,45,3,895|94|592
7,806,653,0,404.533,10,0,0,-1,47,3,806|341|964
8,171,759,0,455.733,10,0,0,-1,51,3,171|283|904
9,998,621,0,341.6,10,0,0,-1,46,3,998|772|805
