demandID,SourceID,DestinationID,MinDelay,MaxDelay,Bandwidth,Ishotstandby,DelayDifference,DisjointType,WorkOptCost,OrderNum,Order
0,3257,3175,0,203.4,10,0,0,-1,45,3,3257|5706|3486
1,5542,3396,0,198.4,10,0,0,-1,48,3,5542|1098|2259
2,5593,5415,0,441.667,10,0,0,-1,69,3,4780|7135|6647
3,3392,7726,0,445.467,10,0,0,-1,48,3,1613|1497|839
4,3207,5741,0,371.333,10,0,0,-1,39,3,3207|644|1999
5,3082,1571,0,405.533,10,0,0,-1,59,3,3082|4844|1300
6,186,2385,0,323.8,10,0,0,-1,69,3,3707|6113|7465
7,2807,5419,0,429,10,0,0,-1,73,3,2807|4270|822
8,1665,6209,0,128,10,0,0,-1,27,3,1665|4431|7415
9,1605,1187,0,377.867,10,0,0,-1,48,3,4648|2564|4785
